Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
GLD CoveredStock,,Sell,Filled,1,1,@449.4500000000,449.4500000000,DAY,01/27/2026 09:40:33 EST,01/27/2026 09:42:46 EST
,GLD,Sell,Filled,100,100,@466.88,466.88,DAY,01/27/2026 09:40:33 EST,01/27/2026 09:42:46 EST
,GLD260128C00450000,Buy,Filled,1,1,@17.43,17.43,DAY,01/27/2026 09:40:33 EST,01/27/2026 09:42:46 EST
GLD260128P00459000,GLD260128P00459000,Sell,Filled,1,1,@1.6200000000,1.6200000000,DAY,01/27/2026 09:32:52 EST,01/27/2026 09:33:26 EST
GLD260128P00454000,GLD260128P00454000,Sell,Cancelled,0,1,@0.930,,DAY,01/27/2026 09:31:37 EST,
GLD260126P00453000,GLD260126P00453000,Buy,Cancelled,0,1,@0.050,,GTC,01/26/2026 07:36:30 EST,
GLD260126P00453000,GLD260126P00453000,Sell,Filled,1,1,@2.0100000000,2.0100000000,DAY,01/23/2026 15:24:39 EST,01/23/2026 15:30:01 EST
GLD260123P00445000,GLD260123P00445000,Buy,Filled,1,1,@0.0200000000,0.0200000000,DAY,01/23/2026 15:23:55 EST,01/23/2026 15:24:02 EST
GLD260123P00445000,GLD260123P00445000,Sell,Filled,1,1,@2.0800000000,2.0800000000,DAY,01/22/2026 11:09:52 EST,01/22/2026 11:09:52 EST
INTC261120C00075000,INTC261120C00075000,Buy,Cancelled,0,15,@7.20,,GTC,01/21/2026 23:19:04 EST,
SPXW Vertical,,Buy,Filled,1,1,@1.5500000000,1.5500000000,DAY,01/21/2026 14:45:33 EST,01/21/2026 15:33:12 EST
,SPXW260123P06855000,Buy,Filled,1,1,@20.53,20.53,DAY,01/21/2026 14:45:33 EST,01/21/2026 15:33:12 EST
,SPXW260123P06850000,Sell,Filled,1,1,@18.98,18.98,DAY,01/21/2026 14:45:33 EST,01/21/2026 15:33:12 EST
SPXW Vertical,,Buy,Cancelled,0,1,@2.40,0.0000000000,DAY,01/21/2026 13:18:22 EST,
,SPXW260123P06855000,Buy,Cancelled,0,1,,0.000,DAY,01/21/2026 13:18:22 EST,
,SPXW260123P06850000,Sell,Cancelled,0,1,,0.000,DAY,01/21/2026 13:18:22 EST,
GLD260128C00450000,GLD260128C00450000,Sell,Filled,1,1,@5.3500000000,5.3500000000,DAY,01/21/2026 10:13:59 EST,01/21/2026 10:13:59 EST
SPXW Vertical,,Sell,Filled,1,1,@2.0500000000,2.0500000000,DAY,01/20/2026 11:45:29 EST,01/20/2026 11:45:45 EST
,SPXW260123P06855000,Sell,Filled,1,1,@42.47,42.47,DAY,01/20/2026 11:45:29 EST,01/20/2026 11:45:45 EST
,SPXW260123P06850000,Buy,Filled,1,1,@40.42,40.42,DAY,01/20/2026 11:45:29 EST,01/20/2026 11:45:45 EST
VIX Vertical,,Buy,Filled,10,10,@0.2400000000,0.2400000000,GTC,01/16/2026 09:23:34 EST,01/20/2026 09:30:37 EST
,VIX260121P00018000,Buy,Filled,10,10,@0.250,0.250,GTC,01/16/2026 09:23:34 EST,01/20/2026 09:30:37 EST
,VIX260121P00015000,Sell,Filled,10,10,@0.010,0.010,GTC,01/16/2026 09:23:34 EST,01/20/2026 09:30:37 EST
VIX Vertical,,Buy,Cancelled,0,350,@0.550,0.0000000000,GTC,01/14/2026 06:41:53 EST,
,VIX260519P00018000,Buy,Cancelled,0,350,,0.000,GTC,01/14/2026 06:41:53 EST,
,VIX260519P00013000,Sell,Cancelled,0,350,,0.000,GTC,01/14/2026 06:41:53 EST,
VIX Vertical,,Sell,Filled,100,100,@1.4900000000,1.4900000000,DAY,01/08/2026 16:09:30 EST,01/08/2026 16:10:05 EST
,VIX260519P00018000,Sell,Filled,100,100,@1.55,1.55,DAY,01/08/2026 16:09:30 EST,01/08/2026 16:10:05 EST
,VIX260519P00013000,Buy,Filled,100,100,@0.060,0.060,DAY,01/08/2026 16:09:30 EST,01/08/2026 16:10:05 EST
VIX Vertical,,Buy,Filled,200,200,@1.0800000000,1.0800000000,DAY,01/08/2026 11:30:22 EST,01/08/2026 15:54:54 EST
,VIX260121P00017000,Buy,Filled,200,200,@1.24,1.24,DAY,01/08/2026 11:30:22 EST,01/08/2026 15:54:54 EST
,VIX260121P00015000,Sell,Filled,200,200,@0.160,0.160,DAY,01/08/2026 11:30:22 EST,01/08/2026 15:54:54 EST
VIXW260114P00015000,VIXW260114P00015000,Buy,Cancelled,0,45,@0.100,,DAY,01/07/2026 12:18:45 EST,
VIX Vertical,,Buy,Filled,250,250,@1.1000000000,1.1000000000,DAY,01/07/2026 11:15:58 EST,01/07/2026 14:57:49 EST
,VIX260121P00017000,Buy,Filled,250,250,@1.30,1.30,DAY,01/07/2026 11:15:58 EST,01/07/2026 14:57:49 EST
,VIX260121P00015000,Sell,Filled,250,250,@0.200,0.200,DAY,01/07/2026 11:15:58 EST,01/07/2026 14:57:49 EST
VIXW260107P00014500,VIXW260107P00014500,Sell,Filled,70,70,@0.0300000000,0.0300000000,DAY,01/06/2026 12:27:58 EST,01/06/2026 15:33:51 EST
VIX Vertical,,Sell,Cancelled,0,100,@1.54,0.0000000000,DAY,01/06/2026 11:21:01 EST,
,VIX260519P00018000,Sell,Cancelled,0,100,,0.000,DAY,01/06/2026 11:21:01 EST,
,VIX260519P00013000,Buy,Cancelled,0,100,,0.000,DAY,01/06/2026 11:21:01 EST,
VIXW260107P00013500,VIXW260107P00013500,Buy,Filled,100,100,@0.0200000000,0.0200000000,DAY,01/02/2026 12:27:25 EST,01/02/2026 12:55:53 EST
VIXW260107P00014000,VIXW260107P00014000,Buy,Cancelled,0,300,@0.010,,DAY,01/02/2026 10:22:17 EST,
VIXW260107P00014500,VIXW260107P00014500,Buy,Filled,70,70,@0.0600000000,0.0600000000,DAY,01/02/2026 10:18:55 EST,01/02/2026 10:20:41 EST
VIXW260107P00014000,VIXW260107P00014000,Buy,Cancelled,5,120,@0.0300000000,0.0300000000,DAY,01/02/2026 10:18:17 EST,01/02/2026 10:18:17 EST
VIX Vertical,,Sell,Cancelled,0,100,@1.59,0.0000000000,DAY,12/29/2025 13:32:38 EST,
,VIX260519P00018000,Sell,Cancelled,0,100,,0.000,DAY,12/29/2025 13:32:38 EST,
,VIX260519P00013000,Buy,Cancelled,0,100,,0.000,DAY,12/29/2025 13:32:38 EST,
VIX Vertical,,Sell,Filled,250,250,@1.5400000000,1.5400000000,DAY,12/29/2025 12:02:29 EST,12/29/2025 13:30:21 EST
,VIX260519P00018000,Sell,Filled,250,250,@1.63,1.63,DAY,12/29/2025 12:02:29 EST,12/29/2025 13:30:21 EST
,VIX260519P00013000,Buy,Filled,250,250,@0.090,0.090,DAY,12/29/2025 12:02:29 EST,12/29/2025 13:30:21 EST
VIX Vertical,,Sell,Cancelled,0,200,@1.75,0.0000000000,DAY,12/26/2025 10:30:06 EST,
,VIX260519P00018000,Sell,Cancelled,0,200,,0.000,DAY,12/26/2025 10:30:06 EST,
,VIX260519P00013000,Buy,Cancelled,0,200,,0.000,DAY,12/26/2025 10:30:06 EST,
VIX Vertical,,Sell,Cancelled,0,200,@2.88,0.0000000000,DAY,12/26/2025 10:17:45 EST,
,VIX260519P00020000,Sell,Cancelled,0,200,,0.000,DAY,12/26/2025 10:17:45 EST,
,VIX260519P00013000,Buy,Cancelled,0,200,,0.000,DAY,12/26/2025 10:17:45 EST,
VIX Vertical,,Sell,Cancelled,0,200,@1.09,0.0000000000,DAY,12/23/2025 14:04:34 EST,
,VIX260121P00017000,Sell,Cancelled,0,200,,0.000,DAY,12/23/2025 14:04:34 EST,
,VIX260121P00015000,Buy,Cancelled,0,200,,0.000,DAY,12/23/2025 14:04:34 EST,
VIXW251224C00017000,VIXW251224C00017000,Sell,Filled,15,15,@0.0800000000,0.0800000000,DAY,12/22/2025 11:00:52 EST,12/22/2025 11:00:52 EST
VIXW251224C00017000,VIXW251224C00017000,Buy,Filled,15,15,@0.3500000000,0.3500000000,DAY,12/19/2025 14:57:51 EST,12/19/2025 15:03:29 EST
VIX Vertical,,Sell,Filled,200,200,@0.9200000000,0.9200000000,DAY,12/19/2025 10:15:16 EST,12/19/2025 10:35:40 EST
,VIX260121P00017000,Sell,Filled,200,200,@1.13,1.13,DAY,12/19/2025 10:15:16 EST,12/19/2025 10:35:40 EST
,VIX260121P00015000,Buy,Filled,200,200,@0.210,0.210,DAY,12/19/2025 10:15:16 EST,12/19/2025 10:35:40 EST
VIXW Vertical,,Buy,Filled,200,200,@0.4000000000,0.4000000000,DAY,12/18/2025 10:53:27 EST,12/18/2025 12:17:24 EST
,VIXW260107P00017000,Buy,Filled,200,200,@0.450,0.450,DAY,12/18/2025 10:53:27 EST,12/18/2025 12:17:24 EST
,VIXW260107P00015000,Sell,Filled,200,200,@0.050,0.050,DAY,12/18/2025 10:53:27 EST,12/18/2025 12:17:24 EST
VIX Vertical,,Sell,Cancelled,0,250,@0.820,0.0000000000,DAY,12/18/2025 10:52:15 EST,
,VIX260121P00017000,Sell,Cancelled,0,250,,0.000,DAY,12/18/2025 10:52:15 EST,
,VIX260121P00015000,Buy,Cancelled,0,250,,0.000,DAY,12/18/2025 10:52:15 EST,
VIXW251224P00015000,VIXW251224P00015000,Sell,Filled,60,60,@0.0800000000,0.0800000000,DAY,12/18/2025 09:35:50 EST,12/18/2025 09:36:16 EST
VIXW251224C00020000,VIXW251224C00020000,Sell,Filled,20,20,@0.3100000000,0.3100000000,DAY,12/18/2025 09:30:26 EST,12/18/2025 09:30:45 EST
VIXW251224P00015000,VIXW251224P00015000,Buy,Filled,60,60,@0.0800000000,0.0800000000,DAY,12/17/2025 13:22:53 EST,12/17/2025 13:23:31 EST
VIXW251224C00020000,VIXW251224C00020000,Buy,Filled,20,20,@0.4900000000,0.4900000000,DAY,12/17/2025 13:00:29 EST,12/17/2025 13:00:41 EST
VIX IronCondor,,Sell,Cancelled,0,50,@0.740,0.0000000000,DAY,12/16/2025 11:07:08 EST,
,VIX251217C00019500,Buy,Cancelled,0,50,,0.000,DAY,12/16/2025 11:07:08 EST,
,VIX251217C00018500,Sell,Cancelled,0,50,,0.000,DAY,12/16/2025 11:07:08 EST,
,VIX251217P00017500,Sell,Cancelled,0,50,,0.000,DAY,12/16/2025 11:07:08 EST,
,VIX251217P00016500,Buy,Cancelled,0,50,,0.000,DAY,12/16/2025 11:07:08 EST,
SOFI260116P00028000,SOFI260116P00028000,Sell,Filled,20,20,@2.4300000000,2.4300000000,DAY,12/15/2025 11:27:48 EST,12/15/2025 11:28:15 EST
SOFI260116P00028000,SOFI260116P00028000,Buy,Filled,20,20,@2.4400000000,2.4400000000,DAY,12/15/2025 11:27:36 EST,12/15/2025 11:27:36 EST
VIX251217P00015500,VIX251217P00015500,Buy,Cancelled,0,35,@0.130,,DAY,12/12/2025 15:05:39 EST,
VIX251217P00015500,VIX251217P00015500,Sell,Filled,30,30,@0.1500000000,0.1500000000,DAY,12/12/2025 14:07:29 EST,12/12/2025 14:07:29 EST
VIX251217P00015500,VIX251217P00015500,Buy,Filled,30,30,@0.1500000000,0.1500000000,DAY,12/12/2025 12:00:15 EST,12/12/2025 12:00:45 EST
VIX251217P00015500,VIX251217P00015500,Sell,Filled,50,50,@0.1000000000,0.1000000000,DAY,12/12/2025 11:35:02 EST,12/12/2025 11:35:02 EST
VIX251217P00015500,VIX251217P00015500,Buy,Filled,50,50,@0.1100000000,0.1100000000,DAY,12/12/2025 11:31:17 EST,12/12/2025 11:31:17 EST
VIX Vertical,,Buy,Cancelled,0,250,@0.300,0.0000000000,DAY,12/12/2025 11:08:46 EST,
,VIX260121P00017000,Buy,Cancelled,0,250,,0.000,DAY,12/12/2025 11:08:46 EST,
,VIX260121P00015000,Sell,Cancelled,0,250,,0.000,DAY,12/12/2025 11:08:46 EST,
VIXW Vertical,,Buy,Cancelled,0,200,@0.200,0.0000000000,DAY,12/12/2025 11:08:28 EST,
,VIXW260107P00017000,Buy,Cancelled,0,200,,0.000,DAY,12/12/2025 11:08:28 EST,
,VIXW260107P00015000,Sell,Cancelled,0,200,,0.000,DAY,12/12/2025 11:08:28 EST,
VIX Vertical,,Sell,Filled,250,250,@0.7300000000,0.7300000000,DAY,12/11/2025 14:42:37 EST,12/11/2025 14:59:22 EST
,VIX260121P00017000,Sell,Filled,250,250,@0.930,0.930,DAY,12/11/2025 14:42:37 EST,12/11/2025 14:59:22 EST
,VIX260121P00015000,Buy,Filled,250,250,@0.200,0.200,DAY,12/11/2025 14:42:37 EST,12/11/2025 14:59:22 EST
VIXW Vertical,,Sell,Filled,200,200,@0.4900000000,0.4900000000,DAY,12/10/2025 15:04:46 EST,12/10/2025 15:42:39 EST
,VIXW260107P00017000,Sell,Filled,200,200,@0.580,0.580,DAY,12/10/2025 15:04:46 EST,12/10/2025 15:42:39 EST
,VIXW260107P00015000,Buy,Filled,200,200,@0.090,0.090,DAY,12/10/2025 15:04:46 EST,12/10/2025 15:42:39 EST
VIX Vertical,,Buy,Filled,200,200,@0.6800000000,0.6800000000,DAY,12/10/2025 14:40:12 EST,12/10/2025 14:40:28 EST
,VIX260121P00017000,Buy,Filled,200,200,@0.870,0.870,DAY,12/10/2025 14:40:12 EST,12/10/2025 14:40:28 EST
,VIX260121P00015000,Sell,Filled,200,200,@0.190,0.190,DAY,12/10/2025 14:40:12 EST,12/10/2025 14:40:28 EST
VIXW251210P00016000,VIXW251210P00016000,Buy,Filled,100,100,@0.0100000000,0.0100000000,DAY,12/09/2025 15:52:51 EST,12/09/2025 15:52:52 EST
SOFI260116P00028000,SOFI260116P00028000,Buy,Filled,20,20,@2.5900000000,2.5900000000,DAY,12/09/2025 15:51:18 EST,12/09/2025 15:51:23 EST
VIXW251210C00017000,VIXW251210C00017000,Sell,Filled,10,10,@0.4700000000,0.4700000000,DAY,12/08/2025 10:35:44 EST,12/08/2025 10:36:03 EST
VIXW251210C00017000,VIXW251210C00017000,Buy,Filled,10,10,@0.5600000000,0.5600000000,DAY,12/05/2025 14:39:15 EST,12/05/2025 14:39:30 EST
VIX Vertical,,Sell,Cancelled,0,200,@1.00,0.0000000000,DAY,12/05/2025 12:13:29 EST,
,VIX260121P00017000,Sell,Cancelled,0,200,,0.000,DAY,12/05/2025 12:13:29 EST,
,VIX260121P00015000,Buy,Cancelled,0,200,,0.000,DAY,12/05/2025 12:13:29 EST,
VIX Vertical,,Sell,Filled,200,200,@0.6100000000,0.6100000000,DAY,12/05/2025 10:59:50 EST,12/05/2025 11:09:08 EST
,VIX260121P00017000,Sell,Filled,200,200,@0.780,0.780,DAY,12/05/2025 10:59:50 EST,12/05/2025 11:09:08 EST
,VIX260121P00015000,Buy,Filled,200,200,@0.170,0.170,DAY,12/05/2025 10:59:50 EST,12/05/2025 11:09:08 EST
SOFI260116P00028000,SOFI260116P00028000,Sell,Filled,20,20,@2.5400000000,2.5400000000,DAY,12/05/2025 10:06:44 EST,12/05/2025 10:07:07 EST
VIX Vertical,,Sell,Filled,10,10,@1.0500000000,1.0500000000,DAY,12/03/2025 16:09:29 EST,12/03/2025 16:09:49 EST
,VIX260121P00018000,Sell,Filled,10,10,@1.21,1.21,DAY,12/03/2025 16:09:29 EST,12/03/2025 16:09:49 EST
,VIX260121P00015000,Buy,Filled,10,10,@0.160,0.160,DAY,12/03/2025 16:09:29 EST,12/03/2025 16:09:49 EST
VIX260218C00020000,VIX260218C00020000,Buy,Cancelled,0,10,@2.00,,GTC,12/03/2025 12:36:13 EST,
VIXW251203P00017000,VIXW251203P00017000,Sell,Filled,9,9,@0.4300000000,0.4300000000,DAY,12/02/2025 10:26:15 EST,12/02/2025 10:26:15 EST
VIXW251203P00017000,VIXW251203P00017000,Sell,Cancelled,1,10,@0.2400000000,0.2400000000,DAY,12/01/2025 15:53:03 EST,12/01/2025 16:06:27 EST
VIXW251203C00020000,VIXW251203C00020000,Sell,Filled,10,10,@0.2500000000,0.2500000000,DAY,11/28/2025 11:31:29 EST,11/28/2025 11:35:44 EST
VIXW251203P00017000,VIXW251203P00017000,Buy,Filled,10,10,@0.1900000000,0.1900000000,DAY,11/26/2025 13:36:10 EST,11/26/2025 13:36:10 EST
VIXW251203C00020000,VIXW251203C00020000,Buy,Filled,10,10,@0.4500000000,0.4500000000,DAY,11/26/2025 12:32:23 EST,11/26/2025 13:28:00 EST
VIX Vertical,,Buy,Filled,10,10,@0.5200000000,0.5200000000,DAY,11/26/2025 11:52:16 EST,11/26/2025 11:52:56 EST
,VIX251217C00020000,Buy,Filled,10,10,@1.22,1.22,DAY,11/26/2025 11:52:16 EST,11/26/2025 11:52:56 EST
,VIX251217C00024000,Sell,Filled,10,10,@0.700,0.700,DAY,11/26/2025 11:52:16 EST,11/26/2025 11:52:56 EST
SOFI260102P00030000,SOFI260102P00030000,Buy,Filled,20,20,@2.9500000000,2.9500000000,GTC,11/25/2025 21:10:09 EST,11/26/2025 11:51:25 EST
SOFI260102P00030000,SOFI260102P00030000,Buy,Cancelled,0,20,@2.80,,DAY,11/25/2025 12:45:10 EST,
SOFI260102P00030000,SOFI260102P00030000,Buy,Cancelled,0,20,@3.50,,DAY,11/24/2025 13:25:00 EST,
SPY251128C00665000,SPY251128C00665000,Buy,Cancelled,0,1,@4.68,,DAY,11/21/2025 13:43:59 EST,
SPY251128P00650000,SPY251128P00650000,Sell,Filled,1,1,@3.4100000000,3.4100000000,DAY,11/21/2025 13:40:17 EST,11/21/2025 13:40:24 EST
SPY251128P00650000,SPY251128P00650000,Buy,Filled,1,1,@4.7500000000,4.7500000000,DAY,11/21/2025 13:18:49 EST,11/21/2025 13:18:49 EST
VIX Vertical,,Sell,Filled,10,10,@1.1000000000,1.1000000000,DAY,11/20/2025 13:12:51 EST,11/20/2025 13:15:27 EST
,VIX251217C00020000,Sell,Filled,10,10,@3.15,3.15,DAY,11/20/2025 13:12:51 EST,11/20/2025 13:15:27 EST
,VIX251217C00024000,Buy,Filled,10,10,@2.05,2.05,DAY,11/20/2025 13:12:51 EST,11/20/2025 13:15:27 EST
SOFI260102P00030000,SOFI260102P00030000,Sell,Filled,20,20,@5.1500000000,5.1500000000,DAY,11/20/2025 13:10:17 EST,11/20/2025 13:10:48 EST
SOFI251219P00030000,SOFI251219P00030000,Sell,Cancelled,0,20,@4.95,,DAY,11/20/2025 13:09:35 EST,
VIXW251126P00022000,VIXW251126P00022000,Buy,Cancelled,0,100,@0.250,,DAY,11/20/2025 12:08:26 EST,
VIXW251126P00020000,VIXW251126P00020000,Sell,Filled,1,1,@1.0800000000,1.0800000000,DAY,11/20/2025 10:17:35 EST,11/20/2025 10:17:35 EST
VIXW251126P00020000,VIXW251126P00020000,Sell,Filled,19,19,@1.0710526316,1.0710526316,DAY,11/20/2025 10:00:57 EST,11/20/2025 10:01:24 EST
VIXW251126P00020000,VIXW251126P00020000,Buy,Filled,20,20,@0.5600000000,0.5600000000,DAY,11/19/2025 16:03:02 EST,11/19/2025 16:03:14 EST
VIX Vertical,,Sell,Cancelled,0,50,@0.760,0.0000000000,DAY,11/17/2025 15:21:32 EST,
,VIX251217C00019000,Sell,Cancelled,0,50,,0.000,DAY,11/17/2025 15:21:32 EST,
,VIX251217C00021000,Buy,Cancelled,0,50,,0.000,DAY,11/17/2025 15:21:32 EST,
VIX251119P00020000,VIX251119P00020000,Sell,Filled,1,1,@0.1500000000,0.1500000000,DAY,11/17/2025 15:16:24 EST,11/17/2025 15:16:47 EST
VIX251119P00020000,VIX251119P00020000,Buy,Filled,1,1,@0.2300000000,0.2300000000,DAY,11/17/2025 14:14:44 EST,11/17/2025 14:16:12 EST
VIX Vertical,,Buy,Filled,100,100,@0.4800000000,0.4800000000,GTC,11/17/2025 04:04:54 EST,11/17/2025 11:25:55 EST
,VIX251217C00018000,Buy,Filled,100,100,@3.32,3.32,GTC,11/17/2025 04:04:54 EST,11/17/2025 11:25:55 EST
,VIX251217C00019000,Sell,Filled,100,100,@2.84,2.84,GTC,11/17/2025 04:04:54 EST,11/17/2025 11:25:55 EST
VIX251119P00019000,VIX251119P00019000,Sell,Filled,10,10,@0.4500000000,0.4500000000,DAY,11/14/2025 14:54:37 EST,11/14/2025 14:54:43 EST
SOFI251219P00030000,SOFI251219P00030000,Sell,Cancelled,0,30,@5.00,,GTC,11/14/2025 00:14:01 EST,
VIX251119P00019000,VIX251119P00019000,Buy,Filled,10,10,@0.5100000000,0.5100000000,DAY,11/13/2025 16:01:35 EST,11/13/2025 16:01:51 EST
SOFI251219P00030000,SOFI251219P00030000,Sell,Cancelled,0,15,@4.00,,DAY,11/13/2025 15:39:25 EST,
VIX Vertical,,Sell,Filled,100,100,@0.4500000000,0.4500000000,DAY,11/13/2025 15:38:09 EST,11/13/2025 15:39:37 EST
,VIX251217C00018000,Sell,Filled,100,100,@3.45,3.45,DAY,11/13/2025 15:38:09 EST,11/13/2025 15:39:37 EST
,VIX251217C00019000,Buy,Filled,100,100,@3.00,3.00,DAY,11/13/2025 15:38:09 EST,11/13/2025 15:39:37 EST
VIX251119P00019000,VIX251119P00019000,Buy,Cancelled,0,50,@0.200,,DAY,11/13/2025 15:17:07 EST,
VIX Vertical,,Sell,Cancelled,0,120,@0.900,0.0000000000,DAY,11/13/2025 15:16:40 EST,
,VIX251217C00018000,Sell,Cancelled,0,120,,0.000,DAY,11/13/2025 15:16:40 EST,
,VIX251217C00020000,Buy,Cancelled,0,120,,0.000,DAY,11/13/2025 15:16:40 EST,
VIX251119P00020000,VIX251119P00020000,Buy,Cancelled,0,100,@0.100,,DAY,11/13/2025 13:42:47 EST,
VIX251119P00018000,VIX251119P00018000,Buy,Cancelled,0,100,@0.100,,DAY,11/13/2025 13:09:06 EST,
SPXW IronCondor,,Sell,Filled,5,5,@3.9000000000,3.9000000000,DAY,11/10/2025 15:13:39 EST,11/10/2025 15:14:04 EST
,SPXW251110C06860000,Buy,Filled,5,5,@0.270,0.270,DAY,11/10/2025 15:13:39 EST,11/10/2025 15:14:04 EST
,SPXW251110C06855000,Sell,Filled,5,5,@0.560,0.560,DAY,11/10/2025 15:13:39 EST,11/10/2025 15:14:04 EST
,SPXW251110P06850000,Sell,Filled,5,5,@10.74,10.74,DAY,11/10/2025 15:13:39 EST,11/10/2025 15:14:04 EST
,SPXW251110P06845000,Buy,Filled,5,5,@7.13,7.13,DAY,11/10/2025 15:13:39 EST,11/10/2025 15:14:04 EST
SPXW Vertical,,Buy,Filled,3,3,@3.4000000000,3.4000000000,DAY,11/10/2025 14:38:56 EST,11/10/2025 14:39:04 EST
,SPXW251110P06835000,Buy,Filled,3,3,@9.70,9.70,DAY,11/10/2025 14:38:56 EST,11/10/2025 14:39:04 EST
,SPXW251110P06830000,Sell,Filled,3,3,@6.30,6.30,DAY,11/10/2025 14:38:56 EST,11/10/2025 14:39:04 EST
SPXW Vertical,,Sell,Filled,3,3,@3.5000000000,3.5000000000,DAY,11/10/2025 14:33:18 EST,11/10/2025 14:33:37 EST
,SPXW251110P06835000,Sell,Filled,3,3,@10.30,10.30,DAY,11/10/2025 14:33:18 EST,11/10/2025 14:33:37 EST
,SPXW251110P06830000,Buy,Filled,3,3,@6.80,6.80,DAY,11/10/2025 14:33:18 EST,11/10/2025 14:33:37 EST
COUR251219P00009000,COUR251219P00009000,Sell,Cancelled,0,50,@1.00,,DAY,11/10/2025 14:32:15 EST,
SPXW IronCondor,,Sell,Cancelled,0,5,@3.50,0.0000000000,DAY,11/10/2025 13:56:16 EST,
,SPXW251110C06830000,Buy,Cancelled,0,5,,0.000,DAY,11/10/2025 13:56:16 EST,
,SPXW251110C06825000,Sell,Cancelled,0,5,,0.000,DAY,11/10/2025 13:56:16 EST,
,SPXW251110P06820000,Sell,Cancelled,0,5,,0.000,DAY,11/10/2025 13:56:16 EST,
,SPXW251110P06815000,Buy,Cancelled,0,5,,0.000,DAY,11/10/2025 13:56:16 EST,
SPXW IronCondor,,Buy,Filled,10,10,@4.5500000000,4.5500000000,DAY,11/10/2025 13:09:15 EST,11/10/2025 13:12:17 EST
,SPXW251110C06805000,Sell,Filled,10,10,@15.11,15.11,DAY,11/10/2025 13:09:15 EST,11/10/2025 13:12:17 EST
,SPXW251110C06800000,Buy,Filled,10,10,@19.26,19.26,DAY,11/10/2025 13:09:15 EST,11/10/2025 13:12:17 EST
,SPXW251110P06795000,Buy,Filled,10,10,@1.66,1.66,DAY,11/10/2025 13:09:15 EST,11/10/2025 13:12:17 EST
,SPXW251110P06790000,Sell,Filled,10,10,@1.26,1.26,DAY,11/10/2025 13:09:15 EST,11/10/2025 13:12:17 EST
SPXW IronCondor,,Buy,Cancelled,0,10,@2.05,0.0000000000,DAY,11/10/2025 12:31:09 EST,
,SPXW251110C06805000,Sell,Cancelled,0,10,,0.000,DAY,11/10/2025 12:31:09 EST,
,SPXW251110C06800000,Buy,Cancelled,0,10,,0.000,DAY,11/10/2025 12:31:09 EST,
,SPXW251110P06795000,Buy,Cancelled,0,10,,0.000,DAY,11/10/2025 12:31:09 EST,
,SPXW251110P06790000,Sell,Cancelled,0,10,,0.000,DAY,11/10/2025 12:31:09 EST,
SPXW IronCondor,,Sell,Filled,10,10,@4.1000000000,4.1000000000,DAY,11/10/2025 12:13:01 EST,11/10/2025 12:13:01 EST
,SPXW251110C06805000,Buy,Filled,10,10,@3.90,3.90,DAY,11/10/2025 12:13:01 EST,11/10/2025 12:13:01 EST
,SPXW251110C06800000,Sell,Filled,10,10,@5.60,5.60,DAY,11/10/2025 12:13:01 EST,11/10/2025 12:13:01 EST
,SPXW251110P06795000,Sell,Filled,10,10,@12.30,12.30,DAY,11/10/2025 12:13:01 EST,11/10/2025 12:13:01 EST
,SPXW251110P06790000,Buy,Filled,10,10,@9.90,9.90,DAY,11/10/2025 12:13:01 EST,11/10/2025 12:13:01 EST
VIX Vertical,,Sell,Cancelled,0,200,@1.80,0.0000000000,GTC,11/10/2025 10:57:46 EST,
,VIX251217C00017000,Sell,Cancelled,0,200,,0.000,GTC,11/10/2025 10:57:46 EST,
,VIX251217C00020000,Buy,Cancelled,0,200,,0.000,GTC,11/10/2025 10:57:46 EST,
SOFI251219P00030000,SOFI251219P00030000,Buy,Filled,10,10,@2.7000000000,2.7000000000,DAY,11/10/2025 10:19:53 EST,11/10/2025 10:19:53 EST
SOFI251219P00030000,SOFI251219P00030000,Buy,Cancelled,0,10,@2.10,,GTC,11/10/2025 10:04:12 EST,
VIXW251112P00020000,VIXW251112P00020000,Sell,Filled,10,10,@1.7400000000,1.7400000000,DAY,11/10/2025 10:03:29 EST,11/10/2025 10:03:29 EST
SOFI251219P00030000,SOFI251219P00030000,Buy,Cancelled,0,10,@2.00,,GTC,11/07/2025 16:36:41 EST,
VIX Vertical,,Buy,Filled,100,100,@1.5100000000,1.5100000000,GTC,11/07/2025 16:16:15 EST,11/10/2025 10:46:48 EST
,VIX251217C00017000,Buy,Filled,100,100,@3.05,3.05,GTC,11/07/2025 16:16:15 EST,11/10/2025 10:46:48 EST
,VIX251217C00022000,Sell,Filled,100,100,@1.54,1.54,GTC,11/07/2025 16:16:15 EST,11/10/2025 10:46:48 EST
SOFI251219P00030000,SOFI251219P00030000,Sell,Filled,10,10,@4.2000000000,4.2000000000,DAY,11/07/2025 13:32:02 EST,11/07/2025 13:32:03 EST
VIXW251112P00020000,VIXW251112P00020000,Buy,Filled,10,10,@0.4600000000,0.4600000000,DAY,11/07/2025 12:42:06 EST,11/07/2025 12:42:06 EST
VIX Vertical,,Sell,Filled,100,100,@1.9700000000,1.9700000000,GTC,11/07/2025 11:34:28 EST,11/07/2025 13:29:48 EST
,VIX251217C00017000,Sell,Filled,100,100,@4.33,4.33,GTC,11/07/2025 11:34:28 EST,11/07/2025 13:29:48 EST
